movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Gross Profit
The Accountant,2015,216690100,40000000,86260045,66702038,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,128,"$112,962,083.00"
Bridge to Terabithia,2007,5560100,25000000,82234139,55750649,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,94,"$112,984,788.00"
Storks,2016,229900100,70000000,72679278,110674153,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,100,"$113,353,431.00"
The Equalizer 2,2017,235200100,77000000,102084362,88368770,R,Contemporary Fiction,Based on TV,Live Action,Action,1,129,"$113,453,132.00"
The Queen,2006,9460100,15000000,56441711,72444162,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,,"$113,885,873.00"
Valkyrie,2008,5440100,90000000,83107829,120824345,PG-13,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,120,"$113,932,174.00"
The Woman in Black,2011,143590100,15000000,54333290,74622608,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,95,"$113,955,898.00"
Final Destination 5,2011,145630100,40000000,42587643,112423522,R,Fantasy,Original Screenplay,Live Action,Horror,1,95,"$115,011,165.00"
The Dictator,2011,149540100,65000000,59650222,120498675,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,83,"$115,148,897.00"
The Town,2010,126690100,37000000,92186262,60380619,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,123,"$115,566,881.00"
Assassin’s Creed,2016,192580100,125000000,54647948,186111734,PG-13,Science Fiction,Based on Game,Live Action,Action,0,116,"$115,759,682.00"
Baywatch,2017,237430100,60000000,58060186,117803597,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,119,"$115,863,783.00"
The Muppets,2011,150780100,45000000,88625922,72346000,PG,Kids Fiction,Based on TV,Live Action,Adventure,1,98,"$115,971,922.00"
Dumb and Dumber To,2014,200420100,40000000,86208010,70345582,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,110,"$116,553,592.00"
Saw 3D,2010,135950100,17000000,45710178,88025106,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,91,"$116,735,284.00"
Dear John,2010,125870100,25000000,80014842,62018667,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107,"$117,033,509.00"
The Fighter,2010,108640100,11000000,93617009,35645379,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,115,"$118,262,388.00"
The Green Hornet,2010,107800100,110000000,98780042,130375461,PG-13,Super Hero,Based on TV,Live Action,Action,0,118,"$119,155,503.00"
Johnny English Reborn,2011,146970100,45000000,8406711,156233690,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,1,101,"$119,640,401.00"
Let’s Be Cops,2014,202180100,17000000,82390774,54500000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,"$119,890,774.00"
Gulliver's Travels,2010,106790100,112000000,42779261,189238587,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,87,"$120,017,848.00"
The Holiday,2006,8200100,85000000,63280000,141910324,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,135,"$120,190,324.00"
Darkest Hour,2017,269080100,30000000,56443120,93912708,PG-13,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,0,125,"$120,355,828.00"
Geostorm,2017,207610100,100000000,33700160,187095849,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,109,"$120,796,009.00"
New Year’s Eve,2011,143790100,26000000,54544638,92305635,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,117,"$120,850,273.00"
Yip Man 3,2015,227490100,36000000,2679437,154621517,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Action,1,105,"$121,300,954.00"
After Earth,2012,167400100,130000000,60522097,190977568,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,99,"$121,499,665.00"
Anchorman 2: The Legend Continues,2011,140750100,50000000,127352707,44833047,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,1,118,"$122,185,754.00"
Sausage Party,2016,208580100,19000000,97670358,43673897,R,Fantasy,Original Screenplay,Digital Animation,Comedy,0,85,"$122,344,255.00"
Bridge of Spies,2015,209460100,40000000,72313754,90184584,PG-13,Historical Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,141,"$122,498,338.00"
Christopher Robin,2018,228120100,75000000,99215042,98289716,PG,Kids Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,104,"$122,504,758.00"
RoboCop,2013,119960100,120000000,58607007,184374792,PG-13,Science Fiction,Remake,Live Action,Action,0,116,"$122,981,799.00"
Safe House,2011,148540100,85000000,126181630,82360532,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,114,"$123,542,162.00"
The First Purge,2017,282710100,13000000,69488745,67128560,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,97,"$123,617,305.00"
No Strings Attached,2010,146720100,25000000,70662220,78565858,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106,"$124,228,078.00"
The Game Plan,2007,4840100,22000000,90648202,55942785,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110,"$124,590,987.00"
The Best Exotic Marigold Hotel,2011,148880100,10000000,46383639,88256141,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,122,"$124,639,780.00"
Yogi Bear,2010,129110100,80000000,100246011,104528679,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,0,80,"$124,774,690.00"
Mr. Peabody & Sherman,2013,147730100,145000000,111506430,158300000,PG,Kids Fiction,Based on TV,Digital Animation,Adventure,0,91,"$124,806,430.00"
21,2008,129900100,35000000,81159365,78687064,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,122,"$124,846,429.00"
Hop,2010,158310100,63000000,108085305,80572288,PG,Kids Fiction,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure,0,95,"$125,657,593.00"
Disney’s A Christmas Carol,2009,116220100,190000000,137855863,177853834,PG,Fantasy,Remake,Digital Animation,Drama,0,95,"$125,709,697.00"
Saw IV,2007,8190100,10000000,63300095,72459599,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,95,"$125,759,694.00"
P.S. I Love You,2007,9970100,30000000,53695808,102073870,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,126,"$125,769,678.00"
G.I. Joe: The Rise of Cobra,2009,1910100,175000000,150201498,152267519,PG-13,Contemporary Fiction,Based on Toy,Animation/Live Action,Action,0,118,"$127,469,017.00"
Hairspray,2007,3130100,75000000,118871849,84163723,PG,Historical Fiction,Remake,Live Action,Musical,0,115,"$128,035,572.00"
Percy Jackson & the Olympians: The Lightning Thief,2010,107550100,95000000,88768303,134282571,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,119,"$128,050,874.00"
The Incredible Hulk,2008,2380100,137500000,134806913,130766946,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,112,"$128,073,859.00"
Need for Speed,2014,178540100,66000000,43568507,150601112,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,130,"$128,169,619.00"
Exodus: Gods and Kings,2014,192510100,140000000,65014513,203300000,PG-13,Historical Fiction,Based on Religious Text,Live Action,Drama,0,150,"$128,314,513.00"
Kari gurashi no Arietti,2010,158680100,23000000,19192510,132303587,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,94,"$128,496,097.00"
Limitless,2010,139010100,27000000,79249455,76315464,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,105,"$128,564,919.00"
Ride Along,2011,148380100,25000000,134202565,19531235,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,100,"$128,733,800.00"
Hacksaw Ridge,2016,223030100,40000000,67209615,101695067,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,138,"$128,904,682.00"
The Girl on the Train,2016,232900100,45000000,75395035,98883179,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,112,"$129,278,214.00"
Flight,2012,176370100,31000000,93772375,66786063,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,138,"$129,558,438.00"
The Impossible,2011,146740100,40000000,19019882,150570724,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,114,"$129,590,606.00"
The Post,2017,283990100,50000000,81903458,97845422,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,115,"$129,748,880.00"
The Bucket List,2007,4660100,45000000,93466502,81340943,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97,"$129,807,445.00"
In Time,2011,152720100,35000000,37553932,127550020,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,109,"$130,103,952.00"
27 Dresses,2008,129930100,30000000,76808654,83439151,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,111,"$130,247,805.00"
Fury,2014,190910100,80000000,85817906,124497775,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,134,"$130,315,681.00"
Step Up 2 the Streets,2008,9040100,17500000,58017783,90569127,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,98,"$131,086,910.00"
Burn After Reading,2008,8610100,37000000,60355347,107812451,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,97,"$131,167,798.00"
John Wick: Chapter Two,2016,230410100,40000000,92029184,79320825,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,122,"$131,350,009.00"
Rocky Balboa,2006,7040100,24000000,70269899,85959151,PG,Contemporary Fiction,,Live Action,Drama,1,,"$132,229,050.00"
Midnight in Paris,2010,142540100,30000000,56816662,105686112,PG-13,Fantasy,Original Screenplay,Live Action,Romantic Comedy,0,94,"$132,502,774.00"
Step Up Revolution,2011,167390100,33000000,35074677,130477613,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,97,"$132,552,290.00"
The Grand Budapest Hotel,2013,198820100,31000000,59076019,104905242,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,100,"$132,981,261.00"
Mama,2012,162750100,15000000,71628180,76467386,PG-13,Fantasy,Based on Short Film,Live Action,Horror,0,109,"$133,095,566.00"
Smallfoot,2018,221810100,80000000,83240103,130453506,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,96,"$133,693,609.00"
Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,2015,252340100,60000000,709982,193348521,Not Rated,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,1,118,"$134,058,503.00"
Beverly Hills Chihuahua,2008,4580100,20000000,94514402,59703766,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,91,"$134,218,168.00"
Mr. Poppers's Penguins,2010,150570100,55000000,68224452,121400000,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,93,"$134,624,452.00"
Just Go With It,2010,143830100,80000000,103028109,111946844,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,115,"$134,974,953.00"
London Has Fallen,2015,207160100,60000000,62524260,132669825,R,Contemporary Fiction,Original Screenplay,Live Action,Action,1,99,"$135,194,085.00"
Inside Man,2006,5020100,50000000,88634237,97164028,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,128,"$135,798,265.00"
Step Up 3D,2010,129200100,30000000,42400223,123488894,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,97,"$135,889,117.00"
Pacific Rim: Uprising,2017,210270100,155000000,59874525,231055623,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1,111,"$135,930,148.00"
Prince of Persia: Sands of Time,2010,121880100,200000000,90759676,245600000,PG-13,Fantasy,Based on Game,Live Action,Action,0,115,"$136,359,676.00"
Red,2010,140050100,60000000,90380162,106059531,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,110,"$136,439,693.00"
Knowing,2009,5910100,50000000,79957634,106492683,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,117,"$136,450,317.00"
Immortals,2011,139580100,75000000,83504017,128058418,R,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,110,"$136,562,435.00"
Creed,2015,224130100,37000000,109767581,63800000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,133,"$136,567,581.00"
Cloudy with a Chance of Meatballs,2009,15990100,100000000,124870275,111957402,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,90,"$136,827,677.00"
Up in the Air,2009,109830100,30000000,83823381,83019358,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,109,"$136,842,739.00"
Lion,2015,218100100,12000000,51739495,97831225,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,120,"$137,570,720.00"
Smurfs: The Lost Village,2016,182010100,60000000,45020282,152558304,PG,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,1,90,"$137,578,586.00"
Bee Movie,2006,2760100,150000000,126631277,160963300,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,90,"$137,594,577.00"
The Equalizer,2011,145970100,55000000,101530738,91372886,R,Contemporary Fiction,Based on TV,Live Action,Action,0,131,"$137,903,624.00"
Scary Movie 4,2006,4830100,40000000,90710620,88000000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,,"$138,710,620.00"
No Country for Old Men,2007,6530100,25000000,74273505,89762248,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,122,"$139,035,753.00"
Hannah Montana the Movie,2009,5960100,30000000,79576189,89597017,G,Contemporary Fiction,Based on TV,Live Action,Drama,0,102,"$139,173,206.00"
It’s Complicated,2009,116790100,85000000,112735375,111879369,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,118,"$139,614,744.00"
Jumper,2008,5870100,82500000,80172128,142468684,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,88,"$140,140,812.00"
Identity Thief,2013,173860100,35000000,134506920,40854658,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,147,"$140,361,578.00"
Looper,2011,145030100,30000000,66486205,103980200,R,Science Fiction,Original Screenplay,Live Action,Action,0,119,"$140,466,405.00"
Pitch Perfect 3,2017,234710100,45000000,104897530,80838882,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,1,93,"$140,736,412.00"
He's Just Not That Into You,2009,4590100,40000000,93953653,87100004,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,129,"$141,053,657.00"
Bedtime Stories,2008,3590100,80000000,110101975,111366960,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,99,"$141,468,935.00"
Alien: Covenant,2016,199970100,97000000,74262031,164259216,R,Science Fiction,Original Screenplay,Live Action,Horror,1,123,"$141,521,247.00"
Knight and Day,2010,128670100,117000000,76423035,182328335,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,109,"$141,751,370.00"
Superman Returns,2006,940100,232000000,200120000,173965065,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Adventure,0,150,"$142,085,065.00"
The Hitman’s Bodyguard,2017,246610100,30000000,75468583,97310084,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,111,"$142,778,667.00"
G-Force,2009,3230100,150000000,119436770,173381071,PG,Kids Fiction,Original Screenplay,Animation/Live Action,Adventure,0,87,"$142,817,841.00"
Solo: A Star Wars Story,2017,236430100,250000000,213767512,179383835,PG-13,Science Fiction,Spin-Off,Live Action,Adventure,0,135,"$143,151,347.00"
Hercules,2013,186700100,100000000,72688614,170700000,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,97,"$143,388,614.00"
Battle: Los Angeles,2010,129190100,70000000,83552429,129911547,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,116,"$143,463,976.00"
Inferno,2016,147940100,75000000,34343574,185175793,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,121,"$144,519,367.00"
Jackass Presents: Bad Grandpa,2013,194760100,15000000,102003019,58900000,R,Factual,Based on Real Life Events,Live Action,Comedy,0,92,"$145,903,019.00"
The Good Dinosaur,2014,165390100,187500000,123087120,210683917,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,92,"$146,271,037.00"
Cloverfield,2008,5880100,25000000,80048433,91253793,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,85,"$146,302,226.00"
Eat Pray Love,2010,138070100,60000000,80574010,126024779,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,134,"$146,598,789.00"
Due Date,2010,111170100,65000000,100539043,111200000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95,"$146,739,043.00"
Get Smart,2008,2560100,80000000,130319208,96420208,PG-13,Contemporary Fiction,Based on TV,Live Action,Comedy,0,110,"$146,739,416.00"
Lee Daniels' The Butler,2011,149520100,30000000,116632095,60393403,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,132,"$147,025,498.00"
The Final Destination,2009,8230100,40000000,66477700,120906927,R,Fantasy,Original Screenplay,Live Action,Horror,1,81,"$147,384,627.00"
"Three Billboards Outside Ebbing, Missouri",2017,287080100,12000000,54513740,105678175,R,Contemporary Fiction,Original Screenplay,Live Action,Black Comedy,0,115,"$148,191,915.00"
Don’t Breathe,2016,232870100,10000000,89217875,69755810,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,88,"$148,973,685.00"
Ted 2,2014,196200100,68000000,81476385,135737758,R,Fantasy,Original Screenplay,Live Action,Comedy,1,115,"$149,214,143.00"
The Girl with the Dragon Tattoo,2011,139640100,90000000,102515793,136858177,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,160,"$149,373,970.00"
Eragon,2006,6450100,100000000,75030163,174457952,PG,Fantasy,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,,"$149,488,115.00"
Dracula Untold,2014,142980100,70000000,55991880,164249843,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,0,92,"$150,241,723.00"
Star Trek Beyond,2016,222960100,185000000,158848340,176953893,PG-13,Science Fiction,Based on TV,Live Action,Adventure,1,122,"$150,802,233.00"
The Peanuts Movie,2015,182820100,99000000,130178411,119913199,G,Kids Fiction,Based on Comic/Graphic Novel,Digital Animation,Adventure,0,89,"$151,091,610.00"
Jackass 3D,2010,145290100,20000000,117229692,54456101,R,Factual,Based on TV,Live Action,Comedy,1,93,"$151,685,793.00"
Turbo,2013,158560100,135000000,83028130,203868448,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96,"$151,896,578.00"
Superbad,2007,2970100,17500000,121463226,48491916,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,112,"$152,455,142.00"
The Break-Up,2006,3140100,52000000,118703275,87024032,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,106,"$153,727,307.00"
Saw III,2006,5840100,10000000,80238724,83638091,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,,"$153,876,815.00"
Real Steel,2010,143960100,110000000,85463309,178417032,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,126,"$153,880,341.00"
Pixels,2013,170460100,90000000,78765986,165275818,PG-13,Science Fiction,Based on Short Film,Animation/Live Action,Adventure,0,105,"$154,041,804.00"
The Other Woman,2014,191860100,40000000,83911193,111200000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,109,"$155,111,193.00"
Click,2006,2280100,82500000,137355633,100329456,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,0,106,"$155,185,089.00"
Wrath of the Titans,2012,141880100,150000000,83670083,221600000,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Adventure,1,99,"$155,270,083.00"
The Bourne Legacy,2011,150610100,125000000,113203870,167152050,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,1,135,"$155,355,920.00"
The Descendants,2010,141540100,20000000,82624961,92882839,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110,"$155,507,800.00"
Arrival,2016,229960100,47000000,100546139,102581755,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,116,"$156,127,894.00"
Everest,2015,203040100,65000000,43482270,177814791,PG-13,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,121,"$156,297,061.00"
Into the Woods,2014,193530100,56200000,128002372,85114029,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Animation/Live Action,Musical,0,124,"$156,916,401.00"
The Intern,2015,204330100,40000000,75764672,121351038,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,121,"$157,115,710.00"
The Day the Earth Stood Still,2008,5970100,80000000,79366978,158003372,PG-13,Science Fiction,Remake,Live Action,Adventure,0,103,"$157,370,350.00"
Jack Reacher,2012,177040100,60000000,80070736,137300000,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,130,"$157,370,736.00"
Gnomeo and Juliet,2010,118260100,36000000,99967670,93770307,G,Fantasy,Based on Play,Digital Animation,Comedy,0,84,"$157,737,977.00"
Insidious: The Last Key,2017,264840100,10000000,67745330,100140258,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,103,"$157,885,588.00"
Alvin and the Chipmunks: The Road Chip,2013,193110100,90000000,85886987,163630969,PG,Kids Fiction,Based on TV,Animation/Live Action,Adventure,1,86,"$159,517,956.00"
Paul Blart: Mall Cop,2009,1920100,26000000,146336178,39568572,PG,Contemporary Fiction,Original Screenplay,Live Action,Adventure,0,91,"$159,904,750.00"
Green Book,2018,328710100,28900000,77301246,112039078,PG-13,Dramatization,Based on Real Life Events,Live Action,Comedy,0,130,"$160,440,324.00"
Salt,2010,109080100,130000000,118311368,172339126,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,100,"$160,650,494.00"
21 Jump Street,2011,140580100,42000000,138447667,64364762,R,Contemporary Fiction,Based on TV,Live Action,Comedy,0,109,"$160,812,429.00"
Bad Moms,2016,230490100,20000000,113257297,67741419,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,101,"$160,998,716.00"
12 Years a Slave,2013,189660100,20000000,56671993,124353350,R,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,0,133,"$161,025,343.00"
The Great Gatsby,2012,145420100,190000000,144840419,206200000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,141,"$161,040,419.00"
Rise of the Guardians,2012,128880100,145000000,103412758,203488144,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,97,"$161,900,902.00"
The Golden Compass,2007,7110100,205000000,70107728,297154830,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,113,"$162,262,558.00"
Creed II,2018,307400100,50000000,115704387,96950000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,128,"$162,654,387.00"
Epic,2013,165020100,100000000,107518682,155275759,PG,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,103,"$162,794,441.00"
"10,000 B.C.",2008,129860100,105000000,94784201,174281477,PG-13,Historical Fiction,Original Screenplay,Live Action,Adventure,0,109,"$164,065,678.00"
Hansel & Gretel: Witch Hunters,2011,149600100,50000000,55703475,159246241,R,Contemporary Fiction,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,100,"$164,949,716.00"
Terminator Salvation,2009,2820100,200000000,125322469,240169323,PG-13,Science Fiction,Original Screenplay,Live Action,Action,1,116,"$165,491,792.00"
Valentine's Day,2009,112380100,52000000,110485654,107083674,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,124,"$165,569,328.00"
Captain Phillips,2013,170950100,55000000,107136417,113511767,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,133,"$165,648,184.00"
The Princess and the Frog,2009,124040100,105000000,104400899,166596479,G,Kids Fiction,Based on Fiction Book/Short Story,Hand Animation,Adventure,0,97,"$165,997,378.00"
Elysium,2012,140150100,120000000,93050117,193141974,R,Science Fiction,Original Screenplay,Live Action,Action,0,109,"$166,192,091.00"
The Emoji Movie,2017,251040100,50000000,86089513,130479466,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,86,"$166,568,979.00"
Grown Ups 2,2012,172360100,80000000,133668525,113355283,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,100,"$167,023,808.00"
Central Intelligence,2016,141800100,50000000,127440871,89753934,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,114,"$167,194,805.00"
The Ugly Truth,2009,5030100,38000000,88915214,116383693,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,95,"$167,298,907.00"
Spy!,2014,199830100,65000000,110825712,121760036,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,115,"$167,585,748.00"
The Vow,2011,149290100,30000000,125014030,72604130,PG-13,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,104,"$167,618,160.00"
Oblivion,2012,163130100,120000000,89107235,198809398,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,125,"$167,916,633.00"
American Gangster,2007,129820100,100000000,130164645,137820811,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,157,"$167,985,456.00"
The Legend of Tarzan,2015,203600100,180000000,126643061,222258964,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,110,"$168,902,025.00"
Fantastic Four: Rise of the Silver Surfer,2007,2500100,120000000,131921738,157558953,PG,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,1,91,"$169,480,691.00"
The Curious Case of Benjamin Button,2008,2680100,160000000,127509326,202122632,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,167,"$169,631,958.00"
The Shape of Water,2017,287790100,19500000,63859435,125335785,R,Historical Fiction,Original Screenplay,Live Action,Drama,0,123,"$169,695,220.00"
The Last Airbender,2010,108070100,150000000,131772187,187941694,PG,Fantasy,Based on TV,Live Action,Adventure,0,103,"$169,713,881.00"
Bridget Jones’s Baby,2016,140300100,35000000,24139805,181682883,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,1,122,"$170,822,688.00"
Gake no ue no Ponyo,2009,30720100,34000000,15090399,190222267,G,Kids Fiction,Original Screenplay,Hand Animation,Adventure,0,101,"$171,312,666.00"
Non-Stop,2013,193250100,50000000,91742160,130640895,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,110,"$172,383,055.00"
Straight Outta Compton,2015,209580100,28000000,161197785,40985196,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,146,"$174,182,981.00"
Resident Evil: Retribution,2012,158870100,65000000,42345531,198302098,R,Science Fiction,Based on Game,Live Action,Action,1,95,"$175,647,629.00"
Yes Man,2008,4440100,50000000,97690976,128300000,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,104,"$175,990,976.00"
Horrible Bosses,2010,143800100,35000000,117538559,94879042,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,98,"$177,417,601.00"
Bolt,2008,3380100,150000000,114053579,213961450,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,96,"$178,015,029.00"
